2010-01-01 00:00:00	12 2
-2.5	4.96544120833333
-5	4.95317597916667
-8	4.94091075
-11	4.88311170833333
-14	4.88711770833333
-16	4.87707741666667
-18	4.985722125
-20	4.95965691666667
-22	4.94361291666667
-27	4.98027220833333
-32	4.950846875
-42	4.90525045833333
